GCXH,XZQHMC,KKMC,FXLX,GCSJ,HPZL,"SUBSTR(HPHM,1,4)||'***'",CLPPXH
320300108808877434,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:00,02,苏C09***,现代牌-悦纳-2016_2017
320300108808886348,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 14:02,02,苏C33***,现代牌-途胜-2015_2018
320300108808887833,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:02,02,苏C51***,现代牌
320300108808907478,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 14:05,02,苏C16***,现代牌-名图-2014_2016
320300108808909085,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:05,02,苏C65***,现代牌-伊兰特-2016_2018
320300108808909009,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 14:05,02,苏CK6***,现代牌
320300108808911566,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 14:05,02,苏C28***,现代牌-IX35-2018
320300108808914563,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 14:06,02,苏CX6***,现代牌
320300108808915932,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 14:06,02,苏ND2***,现代牌-瑞纳-2011
320300108808920480,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 14:07,02,苏CE0***,现代牌-名图-2017
320300108808927402,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 14:08,02,皖L20***,现代牌
320300108808932219,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 14:09,02,苏CF6***,现代牌
320300108808934508,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 14:09,02,苏N78***,现代牌-瑞纳-2010
320300108808934251,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 14:09,02,苏N25***,现代牌-途胜-2015_2018
320300108808936488,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 14:09,02,皖L66***,现代牌
320300108808944920,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 14:11,02,苏C9Q***,现代牌-ENCINO-2018
320300108808951392,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 14:12,02,鲁Q9U***,现代牌
320300108808951901,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 14:12,02,苏CLR***,现代牌
320300108808959764,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 14:13,02,苏C5S***,现代牌-名图-2014_2016
320300108808959559,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:13,02,苏C21***,现代牌
320300108808959489,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:13,02,苏E23***,现代牌-IX25-2015_2016
320300108808963199,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 14:13,02,鲁HP9***,现代牌-名驭-2009#A
320300108808962623,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 14:14,52,苏CDG***,猎豹牌-CS10-2016_2017
320300108808965197,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:14,02,苏C6G***,现代牌
320300108808971601,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 14:15,02,苏C50***,现代牌
320300108808972181,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 14:15,02,苏CQ2***,现代牌
320300108808985326,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 14:17,01,鲁RS7***,猎豹牌-CS9-2017_2018
320300108808987705,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 14:17,02,豫BDA***,现代牌
320300108808989781,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:18,02,苏C03***,现代牌-伊兰特-2016_2018
320300108808989660,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 14:18,02,苏CW9***,现代牌-伊兰特-2016
320300108808989610,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 14:18,02,苏CX9***,现代牌-途胜-2015_2018
320300108808995036,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:19,02,苏C5F***,现代牌-IX35-2010_2012_2013
320300108808999442,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 14:19,02,辽ET7***,现代牌
320300108809000607,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 14:19,02,苏CM3***,现代牌
320300108809006226,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 14:20,02,苏C0C***,现代牌
320300108809007415,铜山县,徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口,1,2023/12/1 14:21,02,皖LNA***,现代牌
320300108809011479,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 14:21,02,苏C35***,现代牌-名图-2017
320300108809011252,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 14:21,02,苏C2M***,现代牌
320300108809011688,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 14:21,02,苏CN1***,现代牌
320300108809018787,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 14:22,02,苏CZ7***,现代牌
320300108809020393,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 14:22,02,苏C63***,现代牌
320300108809023047,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 14:23,02,苏D97***,现代牌-伊兰特-2004_2005_2006_2007_2008_2011
320300108809047523,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 14:27,02,苏J20***,现代牌-IX25-2017
320300108809068517,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:30,02,苏M51***,现代牌-伊兰特-2016_2018
320300108809103369,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 14:36,02,苏N55***,现代牌
320300108809107044,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:36,02,苏C0U***,现代牌
320300108809111769,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 14:37,02,鲁DQ2***,现代牌-瑞纳-2017
320300108809113097,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:37,02,苏CFB***,现代牌
320300108809115991,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 14:38,02,苏C87***,现代牌-瑞纳-2010
320300108809124119,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 14:39,02,苏C23***,现代牌-菲斯塔-2019
320300108809123764,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:39,02,苏CQ1***,现代牌-索纳塔-2009
320300108809127134,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 14:39,02,皖LS8***,现代牌
320300108809126779,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 14:39,02,皖LH9***,现代牌-索纳塔-2009
320300108809134503,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 14:40,02,鲁R6D***,现代牌
320300108809140065,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:41,02,苏C68***,现代牌-IX35-2018
320300108809143010,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 14:42,02,苏CH7***,现代牌-名图-2017
320300108809160647,邳州市,徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口,1,2023/12/1 14:44,02,苏C01***,现代牌
320300108809167617,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 14:45,02,苏C66***,现代牌-胜达-2013
320300108809167719,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:46,02,苏CX7***,现代牌-索纳塔-2009
320300108809168982,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 14:46,02,皖LA0***,现代牌
320300108809179912,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 14:47,02,鲁R8U***,现代牌-伊兰特-2008_2011
320300108809181706,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 14:48,02,苏N58***,现代牌
320300108809193496,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 14:49,02,鲁H16***,现代牌
320300108809193561,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 14:49,02,鲁H16***,现代牌
320300108809194237,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 14:50,02,苏CD8***,现代牌-名图-2017
320300108809197569,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:50,02,苏C00***,现代牌
320300108809202700,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 14:51,02,鲁QF4***,现代牌
320300108809211292,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 14:52,01,皖LA1***,猎豹牌-飞腾-2010
320300108809212199,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 14:52,02,苏CN7***,现代牌-伊兰特-2016_2018
320300108809216885,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 14:53,02,苏C83***,现代牌-IX35-2018
320300108809215108,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 14:53,52,皖LF1***,现代牌-伊兰特-2016_2018
320300108809216309,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:53,02,苏C8U***,猎豹牌
320300108809216010,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:53,01,苏CGJ***,现代牌-索纳塔-2015
320300108809221109,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 14:54,02,苏C79***,现代牌-伊兰特-2011
320300108809223984,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 14:54,02,苏C79***,现代牌
320300108809227418,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 14:55,02,苏CLK***,现代牌
320300108809230030,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 14:55,02,鲁R20***,现代牌-伊兰特-2016_2018
320300108809237101,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:56,02,苏C6V***,现代牌-索纳塔-未知年款0
320300108809239296,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:57,02,苏C7B***,现代牌
320300108809243337,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 14:57,02,苏UJ6***,现代牌
320300108809252098,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 14:59,02,苏C0P***,现代牌-伊兰特-2016_2018
320300108809252961,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:59,02,皖FM1***,现代牌-伊兰特-2016_2018
320300108809258177,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:00,02,苏CW2***,现代牌-伊兰特-2016
320300108809264617,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:01,02,苏C53***,现代牌
320300108809267968,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:01,02,苏C83***,现代牌-途胜-2015_2018
320300108809275884,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:02,-,-***,现代牌
320300108809276479,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:02,02,苏CF6***,现代牌
320300108809281356,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 15:03,02,苏CX5***,现代牌-IX25-2017
320300108809281277,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:03,02,苏C68***,现代牌-瑞纳-2010
320300108809290514,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 15:05,02,苏F12***,现代牌-名图-2014_2016
320300108809289884,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 15:05,02,苏CV5***,现代牌
320300108809293586,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:05,02,苏A5N***,现代牌
320300108809293237,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:05,02,苏CA1***,现代牌
320300108809295924,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:05,02,苏CF0***,现代牌-伊兰特-2016
320300108809299853,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 15:06,02,浙C0J***,现代牌
320300108809300290,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 15:06,13,苏CB8***,猎豹牌-C5-2018
320300108809310428,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:08,02,苏CR2***,现代牌
320300108809311664,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:08,02,苏CV9***,现代牌-名图-2017
320300108809312850,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:08,02,苏CWX***,现代牌
320300108809313026,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:08,02,苏C28***,现代牌
320300108809316626,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:09,02,苏CW3***,现代牌-菲斯塔-2019
320300108809317392,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 15:09,02,皖L2E***,现代牌-途胜-2015_2018
320300108809323313,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:09,02,苏E03***,现代牌-伊兰特-2004_2005_2006_2007_2008_2011
320300108809322425,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 15:09,02,苏C52***,现代牌-伊兰特-2016_2018
320300108809330221,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:11,02,苏CT7***,现代牌
320300108809332751,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:11,02,苏C99***,现代牌-伊兰特-2016_2018
320300108809336450,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:11,02,苏C3P***,现代牌-名图-2017
320300108809338129,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:12,02,冀AR8***,现代牌
320300108809339528,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:12,01,皖F83***,现代牌-途胜-2015_2018
320300108809342986,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:13,02,鲁QS8***,现代牌-伊兰特-2016_2018
320300108809350746,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 15:14,02,苏CG6***,现代牌
320300108809364237,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:15,02,浙AT0***,现代牌-伊兰特-2011_2016
320300108809364231,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:16,02,苏C32***,现代牌-名图-2014_2016
320300108809364569,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:16,02,苏CWD***,现代牌-途胜-2015_2018
320300108809365023,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:16,02,苏CW7***,现代牌-名图-2017
320300108809367812,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:16,52,苏CF1***,猎豹牌-CS10-2015
320300108809370692,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:16,02,苏C50***,现代牌
320300108809374721,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:17,02,苏CB2***,现代牌-名图-2017
320300108809374066,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:17,02,苏C65***,现代牌-途胜-2015_2018
320300108809384132,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:19,01,鲁Q91***,现代牌
320300108809396071,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:20,02,苏C80***,现代牌
320300108809405358,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:22,02,苏C09***,猎豹牌-CS10-2016_2017
320300108809405704,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 15:22,02,苏CJ2***,现代牌
320300108809405764,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:22,02,苏C6C***,现代牌
320300108809410480,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:23,01,冀EQ8***,猎豹牌-CS10-2016_2017
320300108809411345,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:23,02,苏C36***,现代牌-菲斯塔-2019
320300108809414568,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:23,02,苏CQ7***,现代牌-瑞纳-2017
320300108809417138,邳州市,徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口,1,2023/12/1 15:24,02,鲁DQ9***,现代牌
320300108809430668,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:26,02,苏N20***,现代牌-名图-2014_2016
320300108809430586,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 15:26,02,皖L12***,现代牌
320300108809438190,邳州市,徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口,1,2023/12/1 15:27,02,苏CZ5***,现代牌
320300108809444733,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:28,02,苏C9M***,现代牌
320300108809451900,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:28,02,苏C52***,猎豹牌-CS9-2017_2018
320300108809452057,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 15:29,02,苏CT3***,猎豹牌
320300108809455021,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:29,02,苏NN2***,现代牌-伊兰特-2016
320300108809457792,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:29,02,苏C2F***,现代牌-悦纳-2016_2017
320300108809456570,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:29,02,苏N50***,现代牌-IX25-2017
320300108809468740,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 15:31,01,闽C36***,现代牌
320300108809473527,铜山县,徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口,1,2023/12/1 15:32,02,苏CD5***,现代牌
320300108809477406,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:32,02,苏CW1***,现代牌-伊兰特-2016
320300108809477790,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 15:32,02,皖LKW***,猎豹牌
320300108809488891,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:34,02,苏C6G***,猎豹牌-飞腾-2013#B
320300108809488705,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 15:34,02,苏CQQ***,现代牌-伊兰特-2008_2011
320300108809489832,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:34,-,冀C77***,猎豹牌
320300108809497356,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:35,02,苏KZ6***,现代牌-名图-2014_2016
320300108809498632,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:35,02,苏C38***,现代牌-雅绅特-2006_2007
320300108809499138,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:35,02,苏C38***,现代牌-雅绅特-2006_2007
320300108809498336,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:35,02,苏C38***,现代牌-雅绅特-2006_2007
320300108809499878,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:36,52,苏CF2***,现代牌-伊兰特-2016_2018
320300108809516997,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:38,02,苏CQ3***,现代牌-胜达-2013
320300108809516707,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:38,02,苏CY2***,现代牌
320300108809519773,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 15:38,-,苏C7K***,现代牌
320300108809521574,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:39,02,苏C19***,现代牌
320300108809533043,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:40,02,苏C06***,现代牌
320300108809535627,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 15:41,02,苏C50***,猎豹牌
320300108809545307,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:42,02,苏C6Y***,现代牌-索纳塔-2018
320300108809567916,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:45,02,苏CQ7***,现代牌-瑞纳-2017
320300108809568874,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:45,02,苏CN7***,现代牌-菲斯塔-2019
320300108809574199,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:46,02,苏C90***,现代牌-伊兰特-2011_2016
320300108809577682,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:47,02,苏C27***,现代牌-索纳塔-2009
320300108809577425,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:47,02,苏C27***,现代牌-索纳塔-2009
320300108809591417,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:48,02,苏CQ3***,现代牌-伊兰特-2011_2016
320300108809591543,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:48,02,苏C35***,现代牌
320300108809593804,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 15:49,52,苏CF2***,现代牌-伊兰特-2016_2018
320300108809598247,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:49,02,鲁R5E***,现代牌-瑞纳-2017
320300108809610400,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:51,02,苏C9G***,现代牌
320300108809612848,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:52,02,苏CK7***,现代牌
320300108809615371,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:52,01,苏CMP***,现代牌-ENCINO-2018
320300108809618922,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 15:53,02,苏C93***,现代牌
320300108809625309,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:53,02,鲁P57***,现代牌-伊兰特-2008_2011
